Date,Open,High,Low,Close/Last,Volume
3/15/2024,184.83,193.7999,184.48,191.06,95289510
3/14/2024,192.92,196.93,184.03,187.06,84490530
3/13/2024,198.73,198.83,192.7001,194.79,70526880
3/12/2024,200.52,202.8499,194.27,202.76,68951660
3/11/2024,203.01,203.55,196.701,198.39,73098620
3/8/2024,213.41,227.3,205.6,207.39,120815200
3/7/2024,212.52,213.83,208.22,211.38,63869040
3/6/2024,210.43,214.8109,207.32,210.63,86686990
3/5/2024,200.5,205.33,199.15,205.13,65407110
3/4/2024,205.16,211.01,203.5,205.36,86835340
3/1/2024,197.91,202.72,195.42,202.64,103820800
2/29/2024,179.82,193,179.82,192.53,105538500
2/28/2024,176.25,176.84,173.59,176.54,35914410
2/27/2024,175.92,178.46,172.49,178,43665240
2/26/2024,178.78,179.84,174.81,176.01,45435090
2/23/2024,181.86,183.8,174.55,176.52,69207370
2/22/2024,173.2,183.83,172,181.86,100684700
2/21/2024,162.74,164.9,161.81,164.29,48774560
2/20/2024,171.14,171.81,162,165.69,66549990
2/16/2024,177.45,180.3301,173.25,173.87,53940340
2/15/2024,179.14,180.5,175.26,176.76,51126440
2/14/2024,173.47,178.74,172.88,178.7,57402520
2/13/2024,167.94,173.17,164.3,171.54,63071310
2/12/2024,172.68,177.405,170.67,171.91,58177050
2/9/2024,171,175.1,168.6601,172.48,56375710
2/8/2024,170.33,172.17,168.6,169.35,43385280
2/7/2024,169.47,172.97,168.2,170.94,53665420
2/6/2024,173.15,173.88,165.5,167.88,68854130
2/5/2024,179.09,180.01,171.11,174.23,76349240
2/2/2024,173.79,179,173.05,177.66,82134270
2/1/2024,169.27,171.14,165.86,170.48,91576690
1/31/2024,165.74,171.3,162.5602,167.69,133157300
1/30/2024,176.13,178.48,169.52,172.06,122265700
1/29/2024,178.77,178.885,174.4,177.83,89384450
1/26/2024,175.29,181.23,174.15,177.25,107381200
1/25/2024,183.41,184.92,177.63,180.33,127171400
1/24/2024,172.55,180.58,170.56,178.29,125516400
1/23/2024,166.5,169.6299,164.27,168.42,76830460
1/22/2024,174.39,174.72,164.15,168.18,122973800
1/19/2024,165.8,174.25,162.2,174.23,140367900
1/18/2024,166.2,168.6,158.22,162.67,131864900
1/17/2024,158.45,160.64,154.4,160.17,104085000
1/16/2024,150.36,159.715,149.98,158.74,112711400
1/12/2024,148.04,148.75,145,146.56,48293090
1/11/2024,148.52,150.38,143.69,148.02,62764600
1/10/2024,150.07,150.88,146.65,148.54,56951240
1/9/2024,145.95,149.86,145.08,149.26,67875670
1/8/2024,140.36,147.15,140.15,146.18,71756910
1/5/2024,136.78,141.01,136.4377,138.58,69657680
1/4/2024,134.3,137.7,134,136.01,58610290
1/3/2024,135.71,137.43,133.7413,135.32,61988580
1/2/2024,144.28,144.4,137.43,138.58,64902030
12/29/2023,149.5,151.05,147.2,147.41,62079190
12/28/2023,146.8,150.41,145.9506,148.76,63800680
12/27/2023,144.72,146.25,143.18,146.07,49033420
12/26/2023,140.07,143.85,139.92,143.41,47157430
12/22/2023,140.48,140.7,138.31,139.6,35396580
12/21/2023,138.14,139.98,137.38,139.91,47179360
12/20/2023,139,139.58,135.37,135.47,54671720
12/19/2023,138.57,143.47,138.555,140.15,63739780
12/18/2023,139.15,139.79,137.65,138.9,45199450
12/15/2023,139.52,140.89,137.25,139.15,70211800
12/14/2023,138.89,141.82,135.725,138,76115170
12/13/2023,137.97,139.24,136.0303,138.19,70651600
12/12/2023,132.25,139.89,131.9,137.61,111677800
12/11/2023,130.56,135.04,128.25,134.41,98668280
12/8/2023,129.54,131,126.89,128.92,89341010
12/7/2023,120.785,128.68,119.56,128.37,118579100
12/6/2023,120.69,122.8313,116.38,116.82,60599030
12/5/2023,117.43,118.49,116.45,118.38,39191570
